ticker,date,open,high,low,close,volume,adj_close
BX,2021-09-30,119.27999877929688,119.48999786376952,115.8000030517578,116.33999633789062,4649600,110.31951141357422
BX,2021-10-01,116.66000366210938,116.86000061035156,113.62000274658205,115.75,4267800,109.76004028320312
BX,2021-10-04,112.9000015258789,114.62000274658205,108.80999755859376,110.9499969482422,7681600,105.20843505859376
BX,2021-10-05,112.5,115.3000030517578,111.56999969482422,114.80999755859376,3422400,108.86868286132812
BX,2021-10-06,113.16999816894533,114.31999969482422,111.33000183105467,113.87000274658205,2714800,107.97733306884766
BX,2021-10-07,115.22000122070312,116.83000183105467,114.95999908447266,115.27999877929688,3610100,109.31436157226562
BX,2021-10-08,115.47000122070312,117.31999969482422,115.45999908447266,116.43000030517578,1935900,110.40485382080078
BX,2021-10-11,115.83000183105467,117.20999908447266,114.45999908447266,114.54000091552734,1401600,108.61266326904295
BX,2021-10-12,115.9499969482422,117.3000030517578,114.61000061035156,115.94000244140624,2365400,109.9402084350586
BX,2021-10-13,117.29000091552734,118.8499984741211,116.08000183105467,118.69000244140624,2117600,112.54788970947266
BX,2021-10-14,120.3499984741211,122.52999877929688,120.08999633789062,122.02999877929688,3233800,115.71504974365234
BX,2021-10-15,123.80999755859376,126.3499984741211,121.41999816894533,123.02999877929688,2860000,116.6633071899414
BX,2021-10-18,123.4000015258789,124.61000061035156,122.55999755859376,123.80999755859376,2621900,117.40293884277344
BX,2021-10-19,124.91999816894533,127.6500015258789,124.54000091552734,126.79000091552734,2182500,120.22872924804688
BX,2021-10-20,127.75,128.97000122070312,126.45999908447266,128.69000244140625,2913700,122.03040313720705
BX,2021-10-21,132.22000122070312,134.75,131.0,132.52000427246094,4251300,125.66221618652344
BX,2021-10-22,133.99000549316406,137.83999633789062,133.36000061035156,137.6300048828125,3346900,130.5077667236328
BX,2021-10-25,139.66000366210938,141.13999938964844,138.35000610351562,139.57000732421875,2793400,132.3473663330078
BX,2021-10-26,140.5,143.02999877929688,140.10000610351562,142.16000366210938,2842400,134.80337524414062
BX,2021-10-27,141.5,142.7100067138672,136.3000030517578,136.49000549316406,3799500,129.42677307128906
BX,2021-10-28,137.6300048828125,140.24000549316406,137.6199951171875,139.3699951171875,2985700,132.15773010253906
BX,2021-10-29,137.05999755859375,138.5800018310547,135.9199981689453,138.4199981689453,4100900,132.29151916503906
BX,2021-11-01,139.60000610351562,139.91000366210938,134.89999389648438,137.57000732421875,2780600,131.4791717529297
BX,2021-11-02,137.86000061035156,143.97000122070312,137.55999755859375,143.92999267578125,3689000,137.5575714111328
BX,2021-11-03,143.97000122070312,145.82000732421875,141.85000610351562,144.5,2827700,138.10232543945312
BX,2021-11-04,144.5,144.6300048828125,141.52000427246094,144.52999877929688,4413700,138.13101196289062
BX,2021-11-05,144.4600067138672,144.72000122070312,140.33999633789062,142.5500030517578,3623800,136.23867797851562
BX,2021-11-08,143.89999389648438,143.99000549316406,141.94000244140625,142.0399932861328,3836700,135.75125122070312
BX,2021-11-09,142.0,146.8000030517578,141.42999267578125,146.38999938964844,3526000,139.90866088867188
BX,2021-11-10,144.27000427246094,144.9600067138672,138.47999572753906,139.4600067138672,3465500,133.28549194335938
BX,2021-11-11,141.1300048828125,142.72000122070312,140.55999755859375,141.32000732421875,2099200,135.06314086914062
BX,2021-11-12,141.35000610351562,143.14999389648438,141.08999633789062,143.0,2746800,136.6687469482422
BX,2021-11-15,143.5,144.5800018310547,142.42999267578125,142.8000030517578,2226500,136.4776153564453
BX,2021-11-16,142.14999389648438,144.97000122070312,141.6300048828125,144.22000122070312,2529800,137.83474731445312
BX,2021-11-17,144.80999755859375,146.4600067138672,144.0399932861328,145.0800018310547,2578100,138.6566619873047
BX,2021-11-18,145.83999633789062,148.4499969482422,145.44000244140625,146.85000610351562,3009300,140.34829711914062
BX,2021-11-19,149.6699981689453,149.77999877929688,145.36000061035156,146.44000244140625,2867400,139.9564666748047
BX,2021-11-22,147.0500030517578,149.69000244140625,144.27999877929688,144.38999938964844,4546200,137.99722290039062
BX,2021-11-23,143.52999877929688,146.7100067138672,142.88999938964844,145.52000427246094,2801900,139.07717895507812
BX,2021-11-24,143.8800048828125,148.47000122070312,142.75,148.22999572753906,2751700,141.6671905517578
BX,2021-11-26,144.27999877929688,145.08999633789062,143.17999267578125,143.80999755859375,2670600,137.44290161132812
BX,2021-11-29,146.1999969482422,149.50999450683594,146.08999633789062,148.8800048828125,3354100,142.28842163085938
BX,2021-11-30,148.14999389648438,148.5500030517578,141.4499969482422,141.4499969482422,14190800,135.1873779296875
BX,2021-12-01,144.0,146.0399932861328,137.1199951171875,137.64999389648438,4724700,131.5556182861328
BX,2021-12-02,137.2100067138672,142.2899932861328,135.6699981689453,141.24000549316406,3218500,134.98667907714844
BX,2021-12-03,142.61000061035156,143.41000366210938,133.0,135.25,4434800,129.2618865966797
BX,2021-12-06,135.0,135.4499969482422,130.19000244140625,134.72000122070312,4793800,128.75534057617188
BX,2021-12-07,137.85000610351562,141.47999572753906,137.6999969482422,139.3300018310547,3033600,133.16123962402344
BX,2021-12-08,134.32000732421875,136.77999877929688,133.85000610351562,135.33999633789062,7133300,129.347900390625
BX,2021-12-09,135.3699951171875,136.39999389648438,133.9199981689453,133.99000549316406,3896000,128.0576629638672
