ticker,date,open,high,low,close,volume,adj_close
INTC,2021-09-30,53.7599983215332,53.97999954223633,53.2599983215332,53.27999877929688,20534100,50.89211654663086
INTC,2021-10-01,53.650001525878906,54.11000061035156,53.04999923706055,53.86000061035156,19895100,51.44612503051758
INTC,2021-10-04,53.93000030517578,54.33000183105469,53.08000183105469,53.470001220703125,27353300,51.07360458374024
INTC,2021-10-05,53.54999923706055,54.34000015258789,53.47999954223633,53.95000076293945,18129400,51.53208923339844
INTC,2021-10-06,53.47999954223633,54.06999969482422,53.06999969482422,53.97999954223633,20059600,51.56074523925781
INTC,2021-10-07,54.31999969482422,54.9900016784668,54.119998931884766,54.18000030517578,20704400,51.75178527832031
INTC,2021-10-08,54.54999923706055,54.58000183105469,53.70000076293945,53.810001373291016,16068000,51.39836502075195
INTC,2021-10-11,53.810001373291016,54.40999984741211,53.41999816894531,53.43999862670898,14398800,51.04494094848633
INTC,2021-10-12,53.56999969482422,53.720001220703125,52.0099983215332,52.16999816894531,32784300,49.83186721801758
INTC,2021-10-13,52.380001068115234,52.58000183105469,51.869998931884766,52.2599983215332,18534000,49.91783142089844
INTC,2021-10-14,52.900001525878906,54.0,52.72999954223633,53.900001525878906,26586700,51.48433303833008
INTC,2021-10-15,54.20000076293945,54.4900016784668,53.810001373291016,54.459999084472656,25231100,52.01923751831055
INTC,2021-10-18,54.18999862670898,54.560001373291016,53.720001220703125,54.470001220703125,22407600,52.02878952026367
INTC,2021-10-19,54.630001068115234,55.220001220703125,54.369998931884766,55.209999084472656,18392900,52.73561477661133
INTC,2021-10-20,55.25,55.4900016784668,55.08000183105469,55.369998931884766,16850300,52.888450622558594
INTC,2021-10-21,54.93000030517578,56.06999969482422,54.83000183105469,56.0,38390900,53.49021911621094
INTC,2021-10-22,50.38999938964844,50.54999923706055,49.13999938964844,49.459999084472656,109971900,47.24332046508789
INTC,2021-10-25,49.83000183105469,50.06999969482422,49.310001373291016,49.40999984741211,43178800,47.1955680847168
INTC,2021-10-26,49.400001525878906,49.43999862670898,47.93000030517578,48.27999877929688,68405400,46.11620330810547
