ticker,date,open,high,low,close,volume,adj_close
BA,2021-09-30,226.0800018310547,226.1499938964844,219.4600067138672,219.94000244140625,10366900,219.94000244140625
BA,2021-10-01,222.8500061035156,226.72000122070312,220.6000061035156,226.0,9113600,226.0
BA,2021-10-04,225.67999267578125,227.97000122070312,222.0,223.7899932861328,6946100,223.7899932861328
BA,2021-10-05,224.2700042724609,226.4499969482422,222.4199981689453,224.4199981689453,5687300,224.4199981689453
BA,2021-10-06,221.0800018310547,225.07000732421875,219.1999969482422,224.9900054931641,7157600,224.9900054931641
BA,2021-10-07,227.33999633789065,229.0,225.8999938964844,226.47999572753903,7748500,226.47999572753903
BA,2021-10-08,226.75,228.7100067138672,225.3999938964844,226.38999938964844,4515000,226.38999938964844
BA,2021-10-11,226.5,232.1000061035156,225.32000732421875,226.4499969482422,7287000,226.4499969482422
BA,2021-10-12,226.0,228.66000366210935,223.1199951171875,223.57000732421875,8486800,223.57000732421875
BA,2021-10-13,224.0,224.3000030517578,219.3600006103516,221.77999877929688,8240200,221.77999877929688
BA,2021-10-14,221.07000732421875,222.17999267578125,217.0399932861328,217.44000244140625,10427300,217.44000244140625
BA,2021-10-15,218.1699981689453,219.6100006103516,216.27999877929688,217.0399932861328,8773400,217.0399932861328
BA,2021-10-18,216.0,217.27999877929688,214.0500030517578,216.97999572753903,6553500,216.97999572753903
BA,2021-10-19,217.47000122070312,217.66000366210935,215.27999877929688,215.97000122070312,5963400,215.97000122070312
BA,2021-10-20,215.4900054931641,218.66000366210935,214.3500061035156,216.1699981689453,8485200,216.1699981689453
BA,2021-10-21,216.5399932861328,218.1100006103516,213.80999755859372,214.33999633789065,8691500,214.33999633789065
BA,2021-10-22,214.6000061035156,216.72000122070312,212.5800018310547,212.97000122070312,7077600,212.97000122070312
BA,2021-10-25,213.25,213.97999572753903,211.6999969482422,212.8699951171875,7239100,212.8699951171875
BA,2021-10-26,213.19000244140625,214.8500061035156,208.17999267578125,209.80999755859372,11014500,209.80999755859372
BA,2021-10-27,212.8500061035156,212.8999938964844,205.63999938964844,206.6100006103516,14761700,206.6100006103516
BA,2021-10-28,206.0,208.7400054931641,204.6000061035156,207.8500061035156,8825500,207.8500061035156
BA,2021-10-29,206.83999633789065,208.2400054931641,205.2899932861328,207.02999877929688,8559500,207.02999877929688
BA,2021-11-01,207.0,214.69000244140625,206.80999755859372,214.5800018310547,9284900,214.5800018310547
BA,2021-11-02,213.8300018310547,215.72000122070312,210.6999969482422,212.7700042724609,6160200,212.7700042724609
BA,2021-11-03,211.47000122070312,213.75999450683597,210.8699951171875,213.3800048828125,4636100,213.3800048828125
BA,2021-11-04,213.8000030517578,214.82000732421875,211.8699951171875,213.02999877929688,5849600,213.02999877929688
BA,2021-11-05,217.6999969482422,224.5800018310547,217.6999969482422,224.4600067138672,16936300,224.4600067138672
BA,2021-11-08,225.2400054931641,226.9900054931641,222.1100006103516,222.67999267578125,9456100,222.67999267578125
BA,2021-11-09,222.4900054931641,222.8500061035156,217.5399932861328,220.7899932861328,6863700,220.7899932861328
BA,2021-11-10,219.3600006103516,225.67999267578125,217.2700042724609,218.5,8197600,218.5
BA,2021-11-11,220.5,222.6499938964844,218.8999938964844,219.3800048828125,6567300,219.3800048828125
BA,2021-11-12,219.72000122070312,223.75,218.8999938964844,220.9600067138672,6419900,220.9600067138672
BA,2021-11-15,227.3699951171875,233.94000244140625,226.9199981689453,233.08999633789065,21921900,233.08999633789065
BA,2021-11-16,232.94000244140625,232.9499969482422,225.50999450683597,225.8000030517578,10120200,225.8000030517578
BA,2021-11-17,229.5399932861328,231.32000732421875,224.1999969482422,226.6199951171875,10750900,226.6199951171875
BA,2021-11-18,230.3000030517578,231.5,224.9499969482422,227.25,10983700,227.25
BA,2021-11-19,225.07000732421875,225.3300018310547,213.22999572753903,214.1300048828125,20844100,214.1300048828125
BA,2021-11-22,215.0,215.0200042724609,208.9499969482422,209.8999938964844,10764300,209.8999938964844
BA,2021-11-23,211.5,212.9900054931641,207.7700042724609,209.1300048828125,8882800,209.1300048828125
BA,2021-11-24,207.5200042724609,211.22000122070312,206.8699951171875,210.6000061035156,5437600,210.6000061035156
BA,2021-11-26,197.57000732421875,199.4199981689453,194.0,199.2100067138672,17636600,199.2100067138672
BA,2021-11-29,201.8699951171875,204.27999877929688,195.3300018310547,198.5,12276200,198.5
BA,2021-11-30,196.0200042724609,198.82000732421875,193.8500061035156,197.8500061035156,12638900,197.8500061035156
BA,2021-12-01,200.80999755859372,201.6199951171875,188.0,188.19000244140625,13268700,188.19000244140625
BA,2021-12-02,196.8000030517578,202.5399932861328,192.41000366210935,202.3800048828125,20435400,202.3800048828125
BA,2021-12-03,198.6999969482422,199.8999938964844,195.4199981689453,198.4900054931641,10742700,198.4900054931641
BA,2021-12-06,199.7700042724609,206.4199981689453,199.1999969482422,205.8800048828125,11587900,205.8800048828125
BA,2021-12-07,207.05999755859372,211.6499938964844,206.3800048828125,208.8300018310547,10387900,208.8300018310547
BA,2021-12-08,209.17999267578125,212.67999267578125,207.7100067138672,211.02999877929688,6986800,211.02999877929688
BA,2021-12-09,207.52999877929688,208.5500030517578,205.1999969482422,207.55999755859372,7011000,207.55999755859372
BA,2021-12-10,208.80999755859372,209.0,203.47999572753903,205.05999755859372,6040000,205.05999755859372
BA,2021-12-13,202.5,202.80999755859372,195.5500030517578,197.3999938964844,10619600,197.3999938964844
BA,2021-12-14,195.6000061035156,200.5,195.17999267578125,195.5,8445100,195.5
BA,2021-12-15,195.27999877929688,196.5800018310547,190.32000732421875,195.42999267578125,10535900,195.42999267578125
BA,2021-12-16,197.0,198.32000732421875,190.44000244140625,190.7899932861328,8216800,190.7899932861328
BA,2021-12-17,190.2700042724609,194.7700042724609,187.8800048828125,192.6300048828125,12618300,192.6300048828125
BA,2021-12-20,188.1100006103516,190.3600006103516,185.25999450683597,188.47999572753903,10256400,188.47999572753903
BA,2021-12-21,190.27999877929688,199.69000244140625,190.0399932861328,199.5200042724609,12082300,199.5200042724609
BA,2021-12-22,199.4600067138672,202.92999267578125,197.94000244140625,201.69000244140625,8145300,201.69000244140625
BA,2021-12-23,202.1300048828125,205.1300048828125,201.32000732421875,204.22000122070312,7415200,204.22000122070312
BA,2021-12-27,201.9900054931641,203.42999267578125,199.1000061035156,203.1699981689453,7818900,203.1699981689453
BA,2021-12-28,202.22999572753903,208.94000244140625,201.6499938964844,206.1300048828125,8879700,206.1300048828125
BA,2021-12-29,205.3600006103516,205.41000366210935,202.6000061035156,203.66000366210935,6119000,203.66000366210935
BA,2021-12-30,203.0,206.0,202.6000061035156,202.7100067138672,7012600,202.7100067138672
BA,2021-12-31,202.1999969482422,203.69000244140625,200.02999877929688,201.32000732421875,8053000,201.32000732421875
BA,2022-01-03,204.0,210.5500030517578,203.33999633789065,207.8600006103516,9060200,207.8600006103516
