node,community,weighted_degree,betweenness
user_24286,1,50.0,0.00015477755031173933
user_25786,7,20.0,6.330445521857192e-05
user_31425,7,45.0,0.0003845680280738972
user_16663,1,52.0,5.6884527672572594e-05
user_20009,0,16.0,2.2112710227087955e-06
user_23629,4,12.0,4.093503634235807e-05
user_26665,1,8.0,0.0
user_30430,1,5.0,0.0
user_4176,6,17.0,0.00010775576677120232
user_12008,1,17.0,3.0264601315185704e-05
user_17352,1,11.0,1.700935352219719e-06
user_27507,1,3.0,0.0
user_29642,1,9.0,0.0003372681281618887
user_6574,1,10.0,0.0
user_8661,1,27.0,0.000189522792423551
user_14300,1,9.0,8.348734549494237e-05
user_16018,4,48.0,0.00029921906012290604
user_25327,1,55.0,0.0004436028683513105
user_2755,3,48.0,0.0004939677389725002
user_11886,1,12.0,1.0646698252094544e-05
user_1342,1,12.0,5.520031095475209e-05
user_14474,3,12.0,4.549126886549909e-05
user_30341,1,5.0,0.0
user_9688,0,57.0,0.00015090258835520504
user_10728,4,9.0,5.520031095475209e-05
user_11482,5,42.0,2.327992204306473e-05
user_12910,0,148.0,0.0009808402892577243
user_14545,4,30.0,1.4517403163100677e-05
user_15880,1,10.0,0.0
user_1630,0,17.0,8.074134103168314e-06
user_20831,5,55.0,0.0009713740455912502
user_23080,0,28.0,0.00010498208312981443
user_26376,1,16.0,5.058052760393685e-06
user_29609,5,15.0,0.000167447348962351
user_2768,1,15.0,1.1868720691219052e-06
user_3864,3,25.0,0.00019896058227369858
user_12397,1,2.0,0.0
user_14236,6,9.0,1.8240365669923572e-05
user_24925,1,93.0,0.0010458253038330046
user_28069,1,6.0,0.0
user_28884,1,5.0,0.0
user_11500,2,44.0,2.6882195835754234e-05
user_18904,1,8.0,0.0
user_20745,7,24.0,7.144794110703784e-05
user_20930,1,22.0,7.846982613035398e-06
user_2886,4,12.0,3.427262933143214e-05
