node,community,weighted_degree,betweenness
user_5008,1,11.0,8.368878629842309e-06
user_6657,1,22.0,0.0002819602521728879
user_6872,1,9.0,5.994419895782155e-05
user_8774,2,61.0,0.00021047798808611752
user_17241,1,12.0,2.0985572418961965e-05
user_19341,2,50.0,0.0003872331598220343
user_19707,3,60.0,6.510308863595132e-05
user_22870,3,15.0,1.899989243177556e-05
user_23210,5,13.0,2.464027255264479e-06
user_8816,1,41.0,0.0005817649073919226
user_1857,1,43.0,0.00032292479871059515
user_21707,1,27.0,4.2680433645436696e-05
user_26893,5,29.0,0.00015219849584472876
user_32475,1,44.0,0.0022314694169985397
user_34229,1,15.0,4.76347000308755e-05
user_8121,1,6.0,0.0009548381916004199
user_17640,4,17.0,6.81482374881862e-07
user_21637,0,68.0,9.831576627043606e-05
user_11055,2,27.0,0.000154535831052143
user_18038,1,36.0,0.0019477019614656634
user_19123,1,10.0,0.0
user_23192,1,11.0,1.6244006317199648e-05
user_12915,5,29.0,8.743794479115247e-05
user_15804,1,9.0,0.0
user_22038,1,10.0,0.0
user_27048,2,36.0,0.00012818949567835897
user_2827,3,7.0,0.0017214131572920513
user_28588,1,11.0,1.1906043682806395e-05
user_333,2,61.0,0.0006705420095540328
user_34006,1,5.0,0.0
user_8152,7,13.0,0.0
user_18247,1,25.0,1.7745397108083277e-05
user_23926,5,31.0,0.0004133296379463463
user_29843,7,6.0,0.0
user_7168,6,12.0,1.565468977207389e-05
user_16279,3,119.0,0.0003308489926392464
user_20480,1,17.0,4.80913260516159e-05
user_22772,5,11.0,0.0
user_22983,1,14.0,1.6163242928046132e-05
user_746,4,61.0,0.00016965503144239865
user_22766,3,89.0,0.0007354263915634539
user_24552,1,12.0,0.0
user_30761,1,4.0,0.0
user_541,1,4.0,0.0
user_12728,1,29.0,0.0003006123414809263
user_6639,2,52.0,0.0002638184104931694
user_6985,1,17.0,7.912741223317641e-06
user_16903,0,44.0,0.00017199564552605222
user_19245,4,10.0,0.00024262390741526806
user_9091,0,30.0,0.00022960953641814127
user_14634,1,44.0,0.00035892829506632966
user_13354,6,55.0,0.0003069028951262274
user_14631,2,22.0,5.210530215033142e-05
user_27795,2,23.0,1.2304409011578496e-05
user_15614,0,20.0,0.00018168105846344266
user_22369,2,21.0,9.003763615380026e-06
user_22930,1,8.0,0.0
user_24051,5,17.0,0.0
user_32108,0,29.0,0.00032795626456301783
user_467,2,209.0,0.0009786705066537216
user_822,6,78.0,0.0005141535766185996
user_15069,2,25.0,1.1733372371251744e-05
user_21635,5,11.0,2.030795319718426e-06
user_24837,2,15.0,0.0
user_3609,1,13.0,0.0
user_2818,4,52.0,0.000346295942186643
user_1825,2,72.0,0.0009638564713358872
user_22995,3,13.0,4.592043893723348e-06
user_25510,0,23.0,9.432027243849926e-07
user_30754,0,14.0,1.1242270938729625e-07
user_31271,2,17.0,1.1242270938729625e-07
user_25046,2,115.0,0.0013533354833787997
user_27567,7,40.0,4.180356499069761e-05
user_28300,1,4.0,0.0
user_31037,3,94.0,0.0006463889298189339
user_18323,1,13.0,0.0
user_5769,7,5.0,0.0
user_11770,1,8.0,0.0
user_12221,4,13.0,0.0
user_12712,1,65.0,0.001249523860614296
user_22563,1,16.0,1.0031754898792939e-05
user_13621,5,74.0,0.00020910570090047298
user_3585,0,58.0,0.00029242143744011143
user_15211,7,46.0,0.0004807567460904813
user_20703,1,13.0,6.048511816469799e-05
user_24395,1,16.0,0.00010471281474640441
user_32016,1,37.0,3.999159787680899e-05
user_33395,1,9.0,0.0
user_13347,0,80.0,0.0003102365222570678
user_23028,1,6.0,0.0
user_29087,1,47.0,0.00039205012994262764
user_32505,4,125.0,0.00047043681352377327
user_4640,1,67.0,0.00037100531447075384
user_21610,2,91.0,0.0013076952645171254
user_250,2,37.0,1.3991323772627702e-05
user_16192,5,10.0,1.0002909329442557e-05
user_25571,2,130.0,0.0009583542915508007
user_30830,1,9.0,0.0
user_5922,1,9.0,0.0
user_7010,7,23.0,0.00014299524511315886
user_7448,1,9.0,8.348734549494237e-05
user_25343,0,67.0,0.0005765827068303727
user_14472,1,3.0,0.0
user_21983,1,12.0,3.283056338597101e-05
user_28935,0,54.0,0.001230853634448383
user_30170,2,12.0,0.0
user_6672,5,60.0,9.743423722242876e-05
user_18355,6,421.0,0.007972380804099283
user_14268,1,11.0,3.423999081387359e-06
user_26047,1,7.0,0.0
user_26992,1,53.0,9.898827527120527e-06
user_3290,1,10.0,6.365099103055977e-05
user_7199,1,22.0,1.845954117062146e-05
user_17386,4,188.0,0.002120611062678738
user_17803,4,22.0,0.00028257731020405916
user_19332,0,70.0,0.0006909659640567344
user_20257,3,61.0,1.5650914648747008e-05
user_23020,1,22.0,8.145856332172464e-05
user_9384,0,334.0,0.0030132438480986647
user_13927,1,68.0,0.00018656202008805075
user_25026,3,25.0,9.02154763432569e-06
user_28400,1,9.0,0.0
user_30210,1,4.0,0.0
user_30532,3,26.0,0.00018424650670146488
user_30536,1,12.0,3.323781183651352e-05
user_32027,2,28.0,5.2757665806584504e-05
user_31721,2,18.0,0.0
user_24785,1,52.0,0.0009664277944349947
user_29016,1,10.0,0.0
user_7454,1,25.0,3.439411714298112e-05
user_10203,3,56.0,0.0007649990787291658
user_13317,3,37.0,0.0006184626509745983
user_19124,3,55.0,0.0003505729844718958
user_29904,1,10.0,0.0
user_7915,1,9.0,0.0
user_10487,2,43.0,0.0007693342311841517
user_14577,2,36.0,0.00019410866635085258
user_2022,1,15.0,6.762780130646084e-05
user_3242,1,25.0,0.00014196005267399158
user_17257,7,15.0,0.00022455566781993323
user_3041,6,52.0,5.587387790639252e-05
user_5745,1,11.0,2.4095934045343826e-05
user_22535,0,158.0,0.003379442293987687
user_16747,1,4.0,0.0
user_17196,1,8.0,0.0
user_3362,0,85.0,0.0010635779260018117
user_9649,1,25.0,0.00017311938572523114
user_11905,1,9.0,0.0
user_1579,0,27.0,4.8214969975329145e-05
user_16944,1,22.0,6.268492919410832e-05
user_27000,1,38.0,0.00011128294829363651
user_28624,1,9.0,0.0
user_9175,1,35.0,0.00032663974875492806
user_19145,7,29.0,0.00039196818699824076
user_4026,7,37.0,6.581644992574966e-05
user_17025,1,7.0,0.0
user_19088,0,17.0,0.0
user_2569,1,14.0,1.5548798506838383e-05
user_2868,1,22.0,0.00015124963878751936
user_12743,1,5.0,0.0
user_14775,1,10.0,0.0
user_28473,1,6.0,0.0004264568109424767
user_3797,2,9.0,1.0558306362819466e-05
user_9793,1,20.0,1.0734152827593694e-06
user_10628,1,16.0,5.364130486204857e-05
user_22849,1,64.0,0.0008056325069888322
user_14925,1,15.0,0.0
user_16006,1,7.0,0.0
user_2056,1,37.0,0.0003705805212463316
user_27234,4,34.0,0.00013137513280334732
user_32681,7,39.0,5.852089991460294e-05
user_32781,5,16.0,9.111069496875054e-07
user_9293,1,18.0,3.942507627157302e-05
user_20135,1,10.0,0.0
user_23160,1,22.0,4.753513270311371e-05
user_10733,1,8.0,0.0
user_21451,1,15.0,5.186184959885865e-05
user_16259,1,7.0,0.0
user_12045,1,3.0,0.0
user_12639,6,38.0,0.0001512654589906678
user_3390,6,15.0,7.612350066196854e-05
user_20642,1,11.0,0.0
user_6273,1,10.0,1.580369640211609e-05
user_11425,1,12.0,0.0
user_19191,1,10.0,0.0
user_32993,4,13.0,0.0
user_30259,1,25.0,3.129406195210592e-05
user_25187,7,79.0,0.0003754383917015624
user_28046,1,15.0,5.177566483571877e-06
user_6008,1,9.0,0.0
user_7569,5,47.0,0.0002876849605809153
user_11040,1,6.0,0.0
user_28925,1,13.0,1.5135024088379557e-05
user_16047,1,25.0,7.238623423591805e-05
user_17137,1,4.0,0.0
user_18596,3,12.0,0.00010593547577502462
user_19108,1,74.0,0.0012368911441872179
user_24738,2,18.0,7.009241777796635e-05
user_25970,1,12.0,4.058595116281237e-06
user_4880,1,4.0,0.0
user_10252,7,47.0,0.0002225167587842739
user_9213,3,178.0,0.0011002818473223649
user_918,0,15.0,0.00011058666206840246
user_10273,1,3.0,0.0
user_11822,1,4.0,0.0
user_13859,1,9.0,0.0
user_15540,0,26.0,6.862821940938841e-06
user_16564,1,17.0,6.786199872203245e-08
user_19255,1,24.0,8.690395810252553e-05
user_19968,1,7.0,0.0
user_20748,1,17.0,0.0
user_26010,1,39.0,0.0001273347334066281
user_4992,1,6.0,0.0
user_16908,3,7.0,0.002317746542426792
user_4529,0,34.0,6.021416773105069e-05
user_19604,7,90.0,0.00035459337683249907
user_5662,1,6.0,0.00041746299419149384
user_10264,6,30.0,0.0001882892396496355
user_24903,6,14.0,0.00010485240289028871
user_6910,5,13.0,6.294367773884344e-05
user_6920,1,5.0,0.0
user_693,1,19.0,0.0001208134040903452
user_7280,1,36.0,0.0001720197539868783
user_7819,1,17.0,9.686624049708066e-05
user_9534,0,92.0,0.001191422050630941
user_19339,5,22.0,7.958353474021753e-06
user_4304,5,56.0,0.0005302777142547792
user_11013,2,564.0,0.008013371481972965
user_32369,7,43.0,3.474742323597276e-05
user_2026,1,15.0,2.751124425977903e-06
user_23519,1,18.0,6.465677298417417e-06
user_11976,1,25.0,6.446389925284929e-05
user_5944,2,24.0,1.8027200819145647e-05
user_17052,1,3.0,0.0
user_17454,3,10.0,0.0
user_27499,1,10.0,1.9483858961654903e-05
user_32641,6,23.0,1.526591419028033e-05
user_8788,1,22.0,4.1572865581310655e-05
user_6595,4,54.0,5.704538195363414e-05
user_33114,1,4.0,0.0
user_9872,1,4.0,0.0
user_19350,1,29.0,0.0001499877215279701
user_15767,1,8.0,0.0
user_29540,1,4.0,0.0
user_5132,1,50.0,0.0002451811644222789
user_7492,1,7.0,0.0
user_11616,7,31.0,1.5571024024856737e-05
user_13295,2,18.0,1.663128763331324e-05
user_21214,1,18.0,0.00011423533096306905
user_27572,1,11.0,8.734379729320707e-07
user_3991,1,29.0,4.197797917930565e-05
user_4094,7,13.0,8.348734549494237e-05
user_5629,1,9.0,1.245675034955358e-05
user_1357,1,16.0,0.00010971818792809052
user_17432,1,41.0,0.002711913666941173
user_19148,1,18.0,2.6051993521385383e-05
user_8588,5,23.0,8.47127308242198e-05
user_20774,1,8.0,6.865762131783424e-05
user_32631,2,169.0,0.002486746812495618
user_12407,1,10.0,0.0
user_27424,3,164.0,0.0011769140679267383
user_13310,1,21.0,3.6938995403208703e-07
user_19489,6,27.0,6.0249006638028166e-05
user_20507,3,9.0,0.0
user_2899,2,56.0,0.00018307846096877944
user_3627,2,12.0,3.626869592593615e-06
user_1605,1,8.0,0.0
user_16417,3,11.0,0.0
user_16594,1,3.0,0.0
user_16796,1,2.0,0.0
user_1913,1,3.0,0.0
user_19371,1,9.0,6.29567172568859e-05
user_19414,1,8.0,0.0
user_20508,5,23.0,2.1919368799162733e-05
user_22143,1,29.0,7.082115772330087e-05
user_24039,1,2.0,0.0
user_25422,1,6.0,0.0
user_26541,1,3.0,0.0
user_26849,5,5.0,0.0
user_26995,5,11.0,0.0
user_27720,1,2.0,0.0
user_31420,6,16.0,1.797352287787691e-05
user_32364,1,11.0,0.0
user_3257,1,2.0,0.0
user_33722,5,12.0,3.4103982501493656e-06
user_34302,1,2.0,0.0
user_4662,1,7.0,0.0
user_6679,3,9.0,0.0006579418218761452
user_6827,1,26.0,9.748446072726133e-06
user_6973,5,10.0,0.0
user_16284,5,123.0,0.0008708695270282579
user_23347,1,11.0,5.228575115786036e-05
user_23435,3,6.0,0.0
user_26387,1,16.0,0.0
user_3998,1,5.0,0.0
user_4134,2,48.0,0.00032937330855950286
user_5182,1,5.0,0.0
user_10765,1,12.0,0.0
user_16243,1,22.0,2.5681319503923705e-05
user_23912,1,26.0,7.157683140676993e-05
user_25743,1,6.0,0.0
user_33394,5,13.0,6.573234849678555e-06
user_33551,4,27.0,8.852660106564071e-05
user_3407,2,43.0,2.5095518105964638e-05
user_3605,1,5.0,0.0
user_3611,1,15.0,4.511948202834632e-07
user_6512,1,17.0,1.2760622140886364e-06
user_8831,1,7.0,0.0
user_14281,1,12.0,1.0344421729830272e-05
user_15909,1,6.0,0.0
user_16946,0,16.0,8.74946701916589e-05
user_17436,5,11.0,0.0
user_17513,1,11.0,5.538492737934992e-05
user_18927,6,33.0,0.00021969833217310133
user_32308,3,57.0,8.634992208782803e-05
user_1271,2,89.0,0.00023499315176561808
user_32389,4,124.0,0.0008298863800968435
user_5729,4,58.0,0.00012982780841890097
user_25801,1,20.0,9.287859782025855e-05
user_20917,1,4.0,0.0
user_3194,2,26.0,3.277866079714576e-05
user_8343,5,18.0,1.3911730262537727e-06
user_12575,1,11.0,2.852228361225047e-05
user_18470,2,63.0,0.00013474189277757598
user_20559,2,12.0,4.225792964131978e-05
user_28161,7,22.0,9.2565164862193e-05
user_32319,3,72.0,0.00036539302222955835
user_7084,2,32.0,4.1864972356283454e-05
user_26540,3,40.0,9.933901825299767e-05
user_30973,5,8.0,7.188941531268683e-05
user_4506,5,152.0,0.00121221087908677
user_17741,1,28.0,3.357413157376454e-05
user_18242,1,6.0,0.0
user_25699,0,17.0,0.00011165687545377653
user_23908,7,364.0,0.003779794060351351
user_15646,4,10.0,6.860094285850775e-05
user_16418,7,9.0,1.4458604987055352e-05
user_18919,6,64.0,0.0004393101541920267
user_19508,3,26.0,6.5822169507878145e-06
user_22669,7,20.0,5.883295469833787e-05
user_26796,7,8.0,2.852228361225047e-05
user_29916,1,18.0,9.978259915348445e-07
user_9037,1,13.0,9.886566956349335e-06
user_23287,2,14.0,0.0
user_28378,1,7.0,0.0
user_1776,3,23.0,3.767473940389118e-06
user_2102,1,16.0,5.036423979324188e-05
user_24656,3,28.0,0.00019705002332955733
user_28236,1,7.0,0.0
user_17743,1,6.0,0.0
user_1976,1,6.0,0.0
user_24973,4,20.0,2.0381572158769037e-06
user_30282,1,9.0,0.0
user_30726,5,28.0,0.00013931942385355411
user_3292,1,12.0,0.0
user_3962,5,32.0,6.694543132062967e-05
user_10097,3,12.0,2.0362592662572775e-05
user_14354,1,8.0,0.0
user_19782,1,10.0,5.0567185460450896e-05
user_31927,2,5.0,0.0
user_15756,1,7.0,0.0
user_17593,2,14.0,2.1859173317656815e-05
user_29041,1,9.0,2.265593908657243e-06
user_7319,4,14.0,1.7105850756025625e-05
user_7491,1,57.0,9.821581277723902e-05
user_12564,1,8.0,0.0
user_257,1,31.0,0.0002625128323773045
user_29118,3,17.0,4.057997218929998e-05
user_30659,2,62.0,0.0007528905747461486
user_1769,7,57.0,0.0005310213723814206
user_18502,3,9.0,2.1080553062917225e-05
user_19556,3,18.0,0.00030208554186964947
user_5499,1,15.0,4.790705955126009e-06
user_19474,1,56.0,0.00028474840399091324
user_31810,4,46.0,0.0005230718868381904
user_424,1,25.0,0.0005129377882410143
user_12607,3,29.0,2.1883076419697227e-05
user_16226,3,90.0,0.0008842972599468442
user_28532,5,23.0,8.112604509965893e-05
user_14285,1,18.0,3.819220819118416e-06
user_1680,3,30.0,0.00025034175308970405
user_21006,1,6.0,0.0
user_21719,1,9.0,0.0
user_791,3,15.0,2.8335090928020043e-05
user_5795,2,109.0,0.0004749012406480588
user_16125,1,34.0,4.671686187244619e-05
user_16529,6,9.0,6.442511998656914e-06
user_28842,1,26.0,0.0003141684981549223
user_33754,1,12.0,0.0
user_15329,1,29.0,3.281609996090066e-05
user_18449,1,11.0,3.1533441144611337e-06
user_20974,0,33.0,0.0002326973407871941
user_22040,1,4.0,0.0
user_28649,1,14.0,4.391026811950306e-06
user_7695,1,15.0,3.321475167841399e-05
user_9468,3,74.0,0.00013495994571504822
user_22060,2,54.0,3.9972733165252375e-05
user_31573,5,20.0,3.849626109322568e-07
user_16196,0,64.0,0.00017684733086821157
user_27989,0,18.0,2.5226996911613412e-05
user_5540,1,12.0,7.333407672784135e-05
user_31568,1,13.0,2.852228361225047e-05
user_34129,4,98.0,0.00034685922465961354
user_4630,1,5.0,0.0
user_6708,1,27.0,0.0005948969476200005
user_121,7,43.0,0.00033373393166636825
user_16083,2,14.0,8.82229688800738e-06
user_23979,6,137.0,0.0006789057012890187
user_29400,2,18.0,4.74471561722647e-05
user_4753,1,11.0,8.794973863632018e-08
user_12224,1,53.0,0.0002210995202408141
user_15482,1,28.0,0.0025156543319408368
user_4352,3,10.0,1.6863406408094428e-05
user_11,1,28.0,0.00015608219508191063
user_11509,4,263.0,0.002483120134081766
user_4194,4,129.0,0.0005667517379428877
user_30824,2,27.0,7.744967020902026e-06
user_33476,2,33.0,0.0003407040523974721
user_23763,1,26.0,0.00020240173206778533
user_28131,2,42.0,8.430356077084826e-05
user_30203,4,12.0,0.0
user_6178,5,40.0,7.80681973611404e-05
user_1252,5,23.0,5.207233377300473e-06
user_1324,1,83.0,0.0005255320836668444
user_15839,1,22.0,0.0001715940485312965
user_15911,1,11.0,2.876676550049157e-05
user_27906,3,6.0,0.0
user_28293,1,25.0,1.4725698524015484e-05
user_7,1,2.0,0.0
user_9954,1,6.0,0.0
user_15319,3,32.0,0.0001615642038220952
user_16290,3,27.0,0.0002716219546822482
user_29117,3,6.0,3.147835862844295e-05
user_29281,3,37.0,3.9767057825148546e-05
user_303,3,16.0,7.140463713317406e-05
user_5787,1,34.0,0.00038336329765751133
user_33312,1,18.0,2.1466446614763968e-06
user_28023,3,24.0,0.000381307748187536
user_18711,5,145.0,0.0010333141185721111
user_24331,5,38.0,0.00011233590997489807
user_29879,5,343.0,0.006012840500733106
user_32042,1,47.0,0.0003155222059152759
user_5671,1,16.0,3.049604962486126e-06
user_12884,0,102.0,0.0013441847149554607
user_19118,4,370.0,0.0035192302307703706
user_22034,1,12.0,6.353798521456444e-05
user_29826,1,12.0,7.3169599160707335e-06
user_33499,5,67.0,0.0005097761939035056
user_17694,4,27.0,0.00012074813239126529
user_25080,3,36.0,0.00014211882769066546
user_28348,1,7.0,0.0
user_10896,1,65.0,0.0006699397496655582
user_30160,1,8.0,0.0
user_31158,1,10.0,0.0
user_8279,2,95.0,0.0002994007568696799
user_14152,2,39.0,0.00011306495814858582
user_16281,6,78.0,4.7063238754011326e-05
user_33350,2,70.0,0.00011611722372287389
user_19204,7,23.0,6.287771260975746e-05
user_22463,1,12.0,0.0
user_24009,1,10.0,3.448897765418559e-05
user_31408,2,23.0,0.0003494554611262057
user_14197,1,5.0,0.0
user_24877,4,22.0,1.3150622932580955e-05
user_24979,1,13.0,9.06614832862379e-05
user_27100,1,9.0,0.0
user_3097,6,134.0,0.0016603340911647594
user_12668,1,2.0,0.0
user_22121,1,34.0,0.00028914112648954695
user_6924,6,29.0,0.0003254666135148658
user_1570,2,56.0,0.0004491045876845551
user_9925,1,21.0,2.7754394925070608e-05
user_19882,2,32.0,6.299168581253777e-06
user_8087,1,9.0,0.0
user_12641,1,4.0,0.0
user_20883,1,26.0,0.0002548411278220382
user_32079,1,16.0,0.0005794938253083002
user_32961,1,12.0,1.986569141507842e-06
user_33793,1,5.0,0.0
user_4519,1,62.0,0.0002645615829258521
user_7571,1,6.0,0.0
user_23573,1,19.0,0.00036536644046631907
user_23774,1,83.0,0.0001720608336482582
user_5432,1,9.0,0.0
user_7570,1,6.0,0.0
user_2290,1,9.0,0.0
user_27419,1,4.0,0.0
user_31285,3,15.0,1.2755504458612578e-06
user_31154,3,55.0,0.0005187606397622316
user_12718,4,9.0,5.520031095475209e-05
user_19888,2,61.0,0.0011297994206618716
user_27110,1,5.0,0.0
user_371,1,3.0,0.0
user_7784,1,5.0,0.0
user_26019,4,32.0,0.000454709680121532
user_17695,3,19.0,0.00018488574422375343
user_14082,0,99.0,0.000882926214295083
user_5573,4,4.0,0.009163781382427776
user_33681,1,6.0,0.0
user_23583,1,12.0,2.852228361225047e-05
user_3214,1,8.0,0.0
user_6975,1,13.0,8.889389525554167e-05
user_14243,1,18.0,1.8359849804316724e-05
user_15683,5,16.0,0.00012960775346673083
user_17373,1,37.0,1.3441657849695432e-05
user_22131,1,4.0,0.0
user_31282,1,14.0,4.0705159625503005e-05
user_9556,1,3.0,0.0
user_12262,2,8.0,0.0
user_22258,3,59.0,0.0005365057249251319
user_16954,1,38.0,0.00011626461667422805
user_19147,1,11.0,0.0
user_28507,1,12.0,1.6365780664765078e-05
user_4434,1,11.0,7.140463713317406e-05
user_9590,2,24.0,0.00023791905955226783
user_13803,4,50.0,8.54331255219565e-05
user_13670,1,17.0,0.0001787165426394332
user_14887,1,12.0,0.0
user_14898,1,7.0,9.368559115608042e-05
user_15550,0,20.0,0.000113464301904204
user_34204,1,5.0,0.0
user_5140,1,7.0,0.0
user_15626,4,17.0,6.870276684779215e-07
user_22953,1,8.0,0.0
user_32264,5,15.0,1.7174431170921837e-05
user_17070,0,16.0,0.00017886774285560115
user_3626,1,18.0,0.0
user_6663,1,6.0,0.0
user_11010,2,57.0,0.0003462886853009873
user_19344,2,383.0,0.0032816539789255776
user_28396,1,12.0,6.293681022753195e-06
user_4995,1,4.0,0.0
user_20340,1,13.0,0.0
user_22154,1,17.0,0.0012402315382384812
user_5256,1,20.0,1.988876635014624e-05
user_11394,7,159.0,0.0006155181684086665
user_18281,7,20.0,9.951979269317925e-05
user_4163,4,26.0,0.0003689337277185462
user_13570,1,7.0,0.0
user_16496,1,10.0,1.260221166329288e-06
user_19261,1,3.0,0.0
user_12550,1,19.0,7.18756507346708e-06
user_835,1,15.0,4.191249833783327e-05
user_20164,1,28.0,2.919669698442836e-05
user_22867,1,13.0,1.1127980012275285e-06
user_13799,5,46.0,0.00024094767936001189
user_2075,1,2.0,0.0
user_14193,2,38.0,3.942766549513715e-05
user_19387,2,22.0,0.0003080839764217062
user_16936,5,59.0,0.0032060124663484853
user_23670,1,4.0,0.0
user_28617,5,22.0,3.254129245770862e-06
user_4700,1,21.0,1.6079077672140126e-05
user_5949,5,11.0,0.0
user_7523,1,20.0,9.465246043930874e-05
user_11853,5,55.0,5.806152405080863e-05
user_32990,2,34.0,2.901671202711356e-05
user_8623,1,7.0,0.0
user_16856,3,13.0,0.0002530120292024817
user_3691,2,30.0,1.8455348783750825e-05
user_3755,1,15.0,1.3130795229051693e-05
user_40,1,18.0,0.0
user_22285,5,17.0,4.9838629881204445e-06
user_30468,3,12.0,6.042649024933576e-05
user_2609,5,39.0,0.00016199847956612095
user_29570,3,34.0,0.0002581633905081589
user_5095,1,6.0,0.0
user_11441,1,6.0,0.0
user_4497,3,159.0,0.0011676321636822412
user_8335,2,12.0,0.0001444465066231036
user_19563,1,12.0,6.2767459217077e-06
user_28317,1,25.0,0.0
user_852,1,8.0,0.0
user_1752,1,10.0,0.0
user_28708,5,34.0,0.00014918339898828414
user_34077,5,14.0,0.0
user_3493,5,10.0,3.8916417161641586e-05
user_4397,1,13.0,0.0
user_5254,7,31.0,0.00013316256185901213
user_9486,5,67.0,0.00017306373934935555
user_11205,0,135.0,0.001003718034224208
user_4778,1,12.0,3.6590926570512804e-07
user_17230,7,35.0,3.2405544846897185e-05
user_18072,1,6.0,0.0
user_2087,5,50.0,2.3542677129938182e-05
user_25758,1,52.0,0.00037168228996198744
user_2700,1,12.0,0.0
user_2839,1,3.0,0.0
user_19844,1,26.0,0.0005357607114813128
user_16000,1,18.0,0.0
user_22538,3,12.0,0.00013983535268790684
user_31429,1,7.0,0.0
user_4046,1,22.0,0.00021965535712672766
user_14904,1,21.0,5.928440959055598e-05
user_20151,1,5.0,0.0
user_22211,1,26.0,0.00015248049822665533
user_11452,1,28.0,0.0001559047158147111
user_12646,4,19.0,6.930083127304626e-05
user_1658,1,24.0,0.00011367145866433082
user_29316,1,26.0,0.00016799643843230712
user_5210,1,9.0,0.0
user_2183,1,6.0,0.0
user_3303,1,26.0,0.00012667168809138606
user_4063,5,46.0,0.0003615070456682891
user_28284,5,34.0,3.6868948314819236e-05
user_16802,1,7.0,0.0
user_18574,1,17.0,1.984438780720779e-06
user_24599,0,93.0,0.00042012099529997873
user_29948,3,12.0,8.473156214119384e-05
user_4591,3,14.0,3.443602997766914e-05
user_705,5,18.0,0.00017624506419330638
user_14513,1,13.0,0.00010411374567073005
user_16229,4,13.0,7.765818310750738e-05
user_22311,7,21.0,0.0001298887976024763
user_32015,1,12.0,1.4357005187100893e-05
user_32692,1,8.0,0.0
user_17224,1,9.0,0.0
user_23042,1,7.0,0.0
user_2501,4,57.0,0.00010143558069961356
user_25252,1,9.0,0.0
user_5217,1,19.0,9.497686192022222e-06
user_14284,4,159.0,0.001106315332095183
user_22783,1,15.0,2.1766247525731843e-05
user_22822,1,20.0,4.4893770607411e-05
user_26332,1,8.0,0.0
user_32780,6,6.0,0.00028555368184373194
user_7293,1,11.0,3.2769185316285255e-06
user_15884,0,11.0,1.4548492695176686e-07
user_4485,0,5.0,0.0013233199752592652
user_12223,1,5.0,0.0
user_14859,2,25.0,4.996267011278091e-05
user_20470,0,22.0,2.375867522079169e-05
user_21853,1,7.0,0.0
user_6980,1,10.0,0.0
user_14282,1,10.0,7.140463713317406e-05
user_2265,1,8.0,0.0
user_10747,1,11.0,0.0
user_21464,1,8.0,0.0
user_26357,5,8.0,0.0
user_27660,3,29.0,0.0002650708945734268
user_28556,5,46.0,7.045936961439052e-05
user_9430,1,11.0,0.0
user_16247,1,6.0,0.0
user_16349,1,12.0,0.0
user_23781,1,13.0,0.0
user_27216,0,16.0,1.1966796034810138e-05
user_31247,1,13.0,0.0
user_32900,3,18.0,6.734427502230362e-05
user_32919,1,19.0,6.702541146649834e-05
user_20630,2,25.0,2.705649946938869e-05
user_5796,3,17.0,0.0003343606985821132
user_20514,5,24.0,2.3358236864314575e-05
user_698,1,12.0,6.701220759349915e-05
user_17415,1,7.0,0.0
user_17635,1,27.0,7.10964528044616e-06
user_21399,1,11.0,2.7599997187748017e-06
user_23702,1,17.0,9.023325812807069e-05
user_11929,5,30.0,0.00010522958238669836
user_3847,0,40.0,0.00034321769631881114
user_18535,3,127.0,0.0012091152615821695
user_25323,1,19.0,5.8904962635271575e-05
user_16303,1,71.0,0.00016658686990570038
user_22227,1,32.0,0.00011155514300734482
user_32262,0,90.0,0.00032033762635729006
user_3296,6,41.0,0.0001413125745294807
user_4809,1,18.0,0.000995828986010186
user_26812,3,26.0,7.6100901378787e-05
user_6883,1,16.0,1.8396280123409398e-05
user_17278,1,12.0,0.0
user_19208,1,5.0,0.0
user_22162,3,19.0,0.00016342408005956346
user_2298,3,45.0,0.0011636718640448502
user_12216,1,31.0,2.4595536449078156e-05
user_31610,5,33.0,0.00027205596055163215
user_8969,0,8.0,0.0001770408933254079
user_13013,1,14.0,0.0
user_14242,4,77.0,0.00020992915647002016
user_4009,1,14.0,0.0
user_14839,1,17.0,6.981689464055983e-05
user_11950,1,8.0,0.0
user_8257,2,11.0,0.0
user_6389,1,20.0,0.0002720169378924343
user_1152,1,4.0,0.0
user_27701,1,4.0,0.0
user_3695,3,25.0,1.5930944969972618e-05
user_579,1,13.0,2.1607754789534932e-05
user_14280,2,135.0,0.00041433380849274743
user_25135,4,13.0,2.1906931465820258e-07
user_15323,1,9.0,0.0
user_22586,1,9.0,0.0
user_2687,5,18.0,7.771645629993016e-07
user_34300,1,10.0,0.00020612089014852605
user_5794,1,17.0,3.452159801973865e-05
user_18999,1,13.0,1.861372282239851e-07
user_28043,1,3.0,0.0
user_16190,1,69.0,3.272152826060506e-05
user_17753,2,47.0,0.0005541749963812364
user_2251,1,16.0,9.011756240074821e-05
user_32830,1,17.0,0.0
user_3883,1,9.0,0.0
user_14245,1,15.0,1.31280099203365e-05
user_16865,1,3.0,0.0
user_21121,1,18.0,2.5207831055188707e-05
user_23874,1,12.0,0.0
user_28628,1,14.0,2.96062666301734e-05
user_11641,1,40.0,0.00015367720063057906
user_21229,1,9.0,0.0
user_21879,1,8.0,0.0
user_25362,1,17.0,0.0
user_26887,1,18.0,7.254681484925214e-06
user_2855,1,3.0,0.0
